"GID","Breeding Cycle","Managed_Treatment","Grain_Yield_BLUE"
7631063,"2016-17","Severe Drought",4.23008941209725
7631063,"2016-17","Optimal Flat",5.88333334727546
7631090,"2016-17","Moderate Drought",4.75333338044423
7631090,"2016-17","Optimal Bed",6.54333320644788
7631090,"2016-17","Heat",1.71385916306401
7631090,"2016-17","Severe Drought",3.7128858478348
7631090,"2016-17","Optimal Flat",5.96333329240644
7631094,"2016-17","Moderate Drought",5.18333332928561
7631094,"2016-17","Optimal Bed",6.11333343393026
7631094,"2016-17","Heat",1.92491786077648
7631094,"2016-17","Severe Drought",3.82736360033277
7631094,"2016-17","Optimal Flat",5.86333333648155
7631140,"2016-17","Moderate Drought",5.08000004976474
7631140,"2016-17","Optimal Bed",6.46333339845253
7631140,"2016-17","Heat",2.39926210623949
7631140,"2016-17","Severe Drought",3.99537431601416
7631140,"2016-17","Optimal Flat",6.04666668364459
7631147,"2016-17","Moderate Drought",4.47000001571012
7631147,"2016-17","Optimal Bed",7.09333345272537
7631147,"2016-17","Heat",2.20687863681143
7631147,"2016-17","Severe Drought",3.64203351307105
7631147,"2016-17","Optimal Flat",5.89333333074729
7631158,"2016-17","Moderate Drought",4.68793237100208
7631158,"2016-17","Optimal Bed",6.1400001267041
7631158,"2016-17","Heat",2.14000009299944
7631158,"2016-17","Severe Drought",4.17984676420465
7631158,"2016-17","Optimal Flat",6.48999999941533
7631163,"2016-17","Moderate Drought",4.61299231031225
7631163,"2016-17","Optimal Bed",6.20999999529809
7631163,"2016-17","Heat",1.78666654350518
7631163,"2016-17","Severe Drought",3.47489203409218
7631163,"2016-17","Optimal Flat",6.34799999821226
7631173,"2016-17","Moderate Drought",4.19671831029191
7631173,"2016-17","Optimal Bed",7.05000006409445
7631173,"2016-17","Heat",1.50666667045568
7631173,"2016-17","Severe Drought",3.5707133121922
7631173,"2016-17","Optimal Flat",5.3656666731294
7631174,"2016-17","Moderate Drought",4.75312335133445
7631174,"2016-17","Optimal Bed",6.2133333927259
7631174,"2016-17","Heat",2.26333333544932
7631174,"2016-17","Severe Drought",3.7335284712538
7631174,"2016-17","Optimal Flat",6.64399998971998
7631181,"2016-17","Moderate Drought",5.04870535519192
7631181,"2016-17","Optimal Bed",5.97333334199475
7631181,"2016-17","Heat",2.45666675547688
7631181,"2016-17","Severe Drought",4.13129080392815
7631181,"2016-17","Optimal Flat",6.58166666240532
7631182,"2016-17","Moderate Drought",5.09136915482599
7631182,"2016-17","Optimal Bed",6.19999999925761
7631182,"2016-17","Heat",2.57333336142207
7631182,"2016-17","Severe Drought",4.40247609572234
7631182,"2016-17","Optimal Flat",6.69233330418646
7631184,"2016-17","Moderate Drought",5.36687220754817
7631184,"2016-17","Optimal Bed",6.22333336055491
7631184,"2016-17","Heat",2.30666679904419
7631184,"2016-17","Severe Drought",4.06168428729283
7631184,"2016-17","Optimal Flat",6.48366666159578
7631185,"2016-17","Moderate Drought",5.53874981816263
7631185,"2016-17","Optimal Bed",6.3366666305362
7631185,"2016-17","Heat",2.46666655020781
7631185,"2016-17","Severe Drought",4.38806443574003
7631185,"2016-17","Optimal Flat",7.12866667403126
7631187,"2016-17","Moderate Drought",5.44464832626472
7631187,"2016-17","Optimal Bed",6.25000001856017
7631187,"2016-17","Heat",2.619999954757
7631187,"2016-17","Severe Drought",4.22330585363522
7631187,"2016-17","Optimal Flat",6.66999999848211
7631188,"2016-17","Moderate Drought",4.29168641226941
7631188,"2016-17","Optimal Bed",6.49999990076495
7631188,"2016-17","Heat",2.4933333408738
7631188,"2016-17","Severe Drought",3.91256948364236
7631188,"2016-17","Optimal Flat",6.07466665408502
7631193,"2016-17","Moderate Drought",4.91879259110959
7631193,"2016-17","Optimal Bed",6.65333331328833
7631193,"2016-17","Heat",2.64333333041978
7631193,"2016-17","Severe Drought",4.2365735589131
7631193,"2016-17","Optimal Flat",7.11999998277236
7631195,"2016-17","Moderate Drought",5.30321100480224
7631195,"2016-17","Optimal Bed",6.50999995743534
7631195,"2016-17","Heat",2.21666663147765
7631195,"2016-17","Severe Drought",4.23593614979756
7631195,"2016-17","Optimal Flat",6.71066667171507
7631201,"2016-17","Moderate Drought",4.73999984728855
7631201,"2016-17","Optimal Bed",7.34666646291854
7631201,"2016-17","Heat",2.35177370733309
7631201,"2016-17","Severe Drought",3.97223300911766
7631201,"2016-17","Optimal Flat",6.14433334948624
7631237,"2016-17","Moderate Drought",4.92289114020092
7631237,"2016-17","Optimal Bed",6.91333335008638
7631237,"2016-17","Heat",2.3625146664962
7631237,"2016-17","Severe Drought",3.09965771555064
7631237,"2016-17","Optimal Flat",5.60700003075242
7631238,"2016-17","Moderate Drought",5.24123393114881
7631238,"2016-17","Optimal Bed",6.87333336200465
7631238,"2016-17","Heat",2.72756339738748
7631238,"2016-17","Severe Drought",3.87823154830613
7631238,"2016-17","Optimal Flat",6.09499999781789
7631240,"2016-17","Moderate Drought",5.44986844604324
7631240,"2016-17","Optimal Bed",6.59000003283147
7631240,"2016-17","Heat",3.02414274920594
7631240,"2016-17","Severe Drought",3.99429728251857
7631240,"2016-17","Optimal Flat",6.39533335821183
7631248,"2016-17","Moderate Drought",5.39182881672368
7631248,"2016-17","Optimal Bed",6.6966666451913
7631248,"2016-17","Heat",3.13961393720866
7631248,"2016-17","Severe Drought",3.97921414499577
7631248,"2016-17","Optimal Flat",6.30966671845353
7631294,"2016-17","Moderate Drought",4.48333349467873
7631294,"2016-17","Optimal Bed",6.44666663248597
7631294,"2016-17","Heat",2.19770370812981
7631294,"2016-17","Severe Drought",3.48936931832927
7631294,"2016-17","Optimal Flat",5.27401646790056
7631314,"2016-17","Moderate Drought",5.31333333185635
7631314,"2016-17","Optimal Bed",6.12730256799229
7631314,"2016-17","Heat",2.68079721697187
7631314,"2016-17","Severe Drought",4.32723686899698
7631314,"2016-17","Optimal Flat",6.08299963893385
7631322,"2016-17","Moderate Drought",5.13666667245468
7631322,"2016-17","Optimal Bed",6.28092357217726
7631322,"2016-17","Heat",2.56903246748782
7631322,"2016-17","Severe Drought",3.90215465304557
7631322,"2016-17","Optimal Flat",6.34800015798537
7631329,"2016-17","Moderate Drought",5.17666666833791
7631329,"2016-17","Optimal Bed",5.884974652692
7631329,"2016-17","Heat",2.69274232890809
7631329,"2016-17","Severe Drought",4.28709352496366
7631329,"2016-17","Optimal Flat",6.32233368670724
7631331,"2016-17","Moderate Drought",5.0133333196109
7631331,"2016-17","Optimal Bed",5.59065042979586
7631331,"2016-17","Heat",2.50714637172953
7631331,"2016-17","Severe Drought",4.24687448425705
7631331,"2016-17","Optimal Flat",5.43300054612377
7631332,"2016-17","Moderate Drought",4.86333330213986
7631332,"2016-17","Optimal Bed",6.13354242250111
7631332,"2016-17","Heat",2.65961453404607
7631332,"2016-17","Severe Drought",3.80425094095376
7631332,"2016-17","Optimal Flat",5.47166765741161
7631340,"2016-17","Moderate Drought",4.33666665676707
7631340,"2016-17","Optimal Bed",5.84990003062121
7631340,"2016-17","Heat",2.06934978377602
7631340,"2016-17","Severe Drought",3.33241403240766
7631340,"2016-17","Optimal Flat",5.48400025549111
7631346,"2016-17","Moderate Drought",5.41999999786371
7631346,"2016-17","Optimal Bed",6.08410519446793
7631346,"2016-17","Heat",2.22608382565089
7631346,"2016-17","Severe Drought",4.31506042183536
7631346,"2016-17","Optimal Flat",6.16533313643572
7631349,"2016-17","Moderate Drought",4.95999999853833
7631349,"2016-17","Optimal Bed",5.99428586663055
7631349,"2016-17","Heat",2.81870595890572
7631349,"2016-17","Severe Drought",3.88330620098408
7631349,"2016-17","Optimal Flat",5.17299962860211
7631355,"2016-17","Moderate Drought",4.96000000670785
7631355,"2016-17","Optimal Bed",5.79999998976828
7631355,"2016-17","Heat",2.73666660653748
7631355,"2016-17","Severe Drought",3.79652314636911
7631355,"2016-17","Optimal Flat",6.4233332282614
7631370,"2016-17","Moderate Drought",5.06000000690135
7631370,"2016-17","Optimal Bed",6.38999999943782
7631370,"2016-17","Heat",2.6099999539689
7631370,"2016-17","Severe Drought",4.02458108660132
7631370,"2016-17","Optimal Flat",5.46999993523656
7631382,"2016-17","Moderate Drought",5.12999999284065
7631382,"2016-17","Optimal Bed",5.46333331309476
7631382,"2016-17","Heat",2.55000003943477
7631382,"2016-17","Severe Drought",4.00534894267743
7631382,"2016-17","Optimal Flat",6.53333329235021
7631393,"2016-17","Moderate Drought",5.02321781230262
7631393,"2016-17","Optimal Bed",5.8333333052242
7631393,"2016-17","Heat",2.8300000115127
7631393,"2016-17","Severe Drought",3.82133501781147
7631393,"2016-17","Optimal Flat",6.12333333469784
7631398,"2016-17","Moderate Drought",4.81235611772737
7631398,"2016-17","Optimal Bed",6.55666663068698
7631398,"2016-17","Heat",3.04000002302537
7631398,"2016-17","Severe Drought",3.25829746632749
7631398,"2016-17","Optimal Flat",6.08666667853934
7631400,"2016-17","Moderate Drought",4.74902278439404
7631400,"2016-17","Optimal Bed",5.82666663068698
7631400,"2016-17","Heat",2.70333335635871
7631400,"2016-17","Severe Drought",3.87496413299415
7631400,"2016-17","Optimal Flat",5.58400921189377
7631402,"2016-17","Moderate Drought",4.68680703246906
7631402,"2016-17","Optimal Bed",5.80999998212259
7631402,"2016-17","Heat",3.14333347970865
7631402,"2016-17","Severe Drought",3.50583620505105
7631402,"2016-17","Optimal Flat",5.37333334470469
7631404,"2016-17","Moderate Drought",4.84459743991054
7631404,"2016-17","Optimal Bed",5.26666663181135
7631404,"2016-17","Heat",2.42333334517495
7631404,"2016-17","Severe Drought",2.86634170719131
7631404,"2016-17","Optimal Flat",5.9299999988722
7631408,"2016-17","Moderate Drought",5.08314460193856
7631408,"2016-17","Optimal Bed",5.23666666374332
7631408,"2016-17","Heat",2.60000010065357
7631408,"2016-17","Severe Drought",3.81962516716233
7631408,"2016-17","Optimal Flat",5.03333330513456
7631415,"2016-17","Moderate Drought",5.43984892837567
7631415,"2016-17","Optimal Bed",6.38333330252573
7631415,"2016-17","Heat",2.88999978619336
7631415,"2016-17","Severe Drought",4.05352253638231
7631415,"2016-17","Optimal Flat",6.33333333277801
7631416,"2016-17","Moderate Drought",5.05406621765606
7631416,"2016-17","Optimal Bed",6.44333332714932
7631416,"2016-17","Heat",2.56666656206589
7631416,"2016-17","Severe Drought",3.96888662466846
7631416,"2016-17","Optimal Flat",6.5599999829621
7631432,"2016-17","Moderate Drought",5.53414632870308
7631432,"2016-17","Optimal Bed",7.01333334716302
7631432,"2016-17","Heat",2.45666671205946
7631432,"2016-17","Severe Drought",4.13021013120314
7631432,"2016-17","Optimal Flat",7.23999993402102
7631433,"2016-17","Moderate Drought",5.84310477715028
7631433,"2016-17","Optimal Bed",6.3599999658193
7631433,"2016-17","Heat",2.39333357740181
7631433,"2016-17","Severe Drought",4.26872517818467
7631433,"2016-17","Optimal Flat",7.58000000980477
7631434,"2016-17","Moderate Drought",5.46334986949561
7631434,"2016-17","Optimal Bed",6.65666669466336
7631434,"2016-17","Heat",2.7866668498825
7631434,"2016-17","Severe Drought",4.20383927039973
7631434,"2016-17","Optimal Flat",7.12333330929317
7631435,"2016-17","Moderate Drought",5.65015647378543
7631435,"2016-17","Optimal Bed",6.31666666599205
7631435,"2016-17","Heat",3.43000010427185
7631435,"2016-17","Severe Drought",4.17196553339363
7631435,"2016-17","Optimal Flat",6.72999997494945
7631438,"2016-17","Moderate Drought",5.59378335372231
7631438,"2016-17","Optimal Bed",6.47999998167285
7631438,"2016-17","Heat",2.83999992467426
7631438,"2016-17","Severe Drought",4.42703075651984
7631438,"2016-17","Optimal Flat",6.35000001259975
7631439,"2016-17","Moderate Drought",5.43159905076988
7631439,"2016-17","Optimal Bed",5.95999998527082
7631439,"2016-17","Heat",2.55000006315518
7631439,"2016-17","Severe Drought",4.19333821872967
7631439,"2016-17","Optimal Flat",6.33333330629578
7631442,"2016-17","Moderate Drought",5.17396375893141
7631442,"2016-17","Optimal Bed",6.46666664901414
7631442,"2016-17","Heat",1.96666664660175
7631442,"2016-17","Severe Drought",3.79613073259447
7631442,"2016-17","Optimal Flat",5.18333334422938
7631447,"2016-17","Moderate Drought",5.19265234843153
7631447,"2016-17","Optimal Bed",5.91666671906207
7631447,"2016-17","Heat",2.20333338793624
7631447,"2016-17","Severe Drought",3.72010667492511
7631447,"2016-17","Optimal Flat",5.83255580980676
7631465,"2016-17","Moderate Drought",4.62067328491115
7631465,"2016-17","Optimal Bed",6.07808925823899
7631465,"2016-17","Heat",2.67669921060719
7631465,"2016-17","Severe Drought",4.2382331020356
7631465,"2016-17","Optimal Flat",6.55623419577615
7631483,"2016-17","Moderate Drought",4.73000000603384
7631483,"2016-17","Optimal Bed",5.72333332377623
7631483,"2016-17","Heat",3.23104716294151
7631483,"2016-17","Severe Drought",4.0598526416056
7631483,"2016-17","Optimal Flat",6.85366632739606
7631484,"2016-17","Moderate Drought",4.96999998596477
7631484,"2016-17","Optimal Bed",5.72333338392977
7631484,"2016-17","Heat",3.2151798849159
7631484,"2016-17","Severe Drought",3.82653945341982
7631484,"2016-17","Optimal Flat",7.09670449431453
7631485,"2016-17","Moderate Drought",5.04999999449084
7631485,"2016-17","Optimal Bed",5.89666675189354
7631485,"2016-17","Heat",3.80741346681018
7631485,"2016-17","Severe Drought",4.14078958644413
7631485,"2016-17","Optimal Flat",7.04598651721538
7631486,"2016-17","Moderate Drought",4.77666666299389
7631486,"2016-17","Optimal Bed",5.67666670669407
7631486,"2016-17","Heat",3.31132201705018
7631486,"2016-17","Severe Drought",3.8697532045214
7631486,"2016-17","Optimal Flat",6.98711202768484
7631501,"2016-17","Moderate Drought",5.13666665000803
7631501,"2016-17","Optimal Bed",5.19000003687918
7631501,"2016-17","Heat",1.71011234981119
7631501,"2016-17","Severe Drought",3.50420540764493
7631501,"2016-17","Optimal Flat",5.97937771521405
7631505,"2016-17","Moderate Drought",4.08999998504657
7631505,"2016-17","Optimal Bed",6.1533333085973
7631505,"2016-17","Heat",2.50844965120291
7631505,"2016-17","Severe Drought",3.75274196031275
7631505,"2016-17","Optimal Flat",6.21041749748022
7631512,"2016-17","Moderate Drought",5.15666664384302
7631512,"2016-17","Optimal Bed",6.33000003732892
7631512,"2016-17","Heat",1.98457522051421
7631512,"2016-17","Severe Drought",3.8623116102759
7631512,"2016-17","Optimal Flat",6.59923237887056
7631515,"2016-17","Moderate Drought",4.59666666725693
7631515,"2016-17","Optimal Bed",6.54333327958867
7631515,"2016-17","Heat",2.38043909981214
7631515,"2016-17","Severe Drought",3.78667603987692
7631515,"2016-17","Optimal Flat",6.5763667892521
7631519,"2016-17","Moderate Drought",4.82666665512367
7631519,"2016-17","Optimal Bed",6.949999985833
7631519,"2016-17","Heat",2.22009701923472
7631519,"2016-17","Severe Drought",3.93115211993906
7631519,"2016-17","Optimal Flat",6.88945925028106
7631529,"2016-17","Moderate Drought",4.36333332767475
7631529,"2016-17","Optimal Bed",6.05333332723866
7631529,"2016-17","Heat",3.04139780022702
7631529,"2016-17","Severe Drought",3.53989881924865
7631529,"2016-17","Optimal Flat",5.7876666595657
7631531,"2016-17","Moderate Drought",4.59666667133034
7631531,"2016-17","Optimal Bed",6.6399999710169
7631531,"2016-17","Heat",2.76480382987207
7631531,"2016-17","Severe Drought",3.74708341588435
7631531,"2016-17","Optimal Flat",6.18999999097867
7631533,"2016-17","Moderate Drought",4.51999999365741
7631533,"2016-17","Optimal Bed",6.08000000358187
7631533,"2016-17","Heat",3.25063253164285
7631533,"2016-17","Severe Drought",3.70951669567396
7631533,"2016-17","Optimal Flat",6.47800001435192
7631535,"2016-17","Moderate Drought",4.61333335459967
7631535,"2016-17","Optimal Bed",6.32000003619622
7631535,"2016-17","Heat",3.30989684269302
7631535,"2016-17","Severe Drought",3.57094326855019
7631535,"2016-17","Optimal Flat",6.68999998924064
7631539,"2016-17","Moderate Drought",5.00666666287355
7631539,"2016-17","Optimal Bed",6.01000004888322
7631539,"2016-17","Heat",2.97272265765753
7631539,"2016-17","Severe Drought",4.08585226168286
7631539,"2016-17","Optimal Flat",6.26033340067156
7631541,"2016-17","Moderate Drought",5.01333334340686
7631541,"2016-17","Optimal Bed",6.47333334381229
7631541,"2016-17","Heat",3.16216579293528
7631541,"2016-17","Severe Drought",3.69244544257965
7631541,"2016-17","Optimal Flat",6.09266672900377
7631543,"2016-17","Moderate Drought",4.32666665839642
7631543,"2016-17","Optimal Bed",6.46999991590681
7631543,"2016-17","Heat",3.20150201181253
7631543,"2016-17","Severe Drought",3.31087405129708
7631543,"2016-17","Optimal Flat",5.72233332259646
7631544,"2016-17","Moderate Drought",4.94999999881854
7631544,"2016-17","Optimal Bed",7.08666665579049
7631544,"2016-17","Heat",2.53138977686074
7631544,"2016-17","Severe Drought",3.68218794385108
7631544,"2016-17","Optimal Flat",6.68299997984243
7631563,"2016-17","Moderate Drought",4.76666666441794
7631563,"2016-17","Optimal Bed",6.36333350633522
7631563,"2016-17","Heat",2.57666667456388
7631563,"2016-17","Severe Drought",4.37208836999528
7631563,"2016-17","Optimal Flat",6.4373142631313
7631566,"2016-17","Moderate Drought",4.87333332580009
7631566,"2016-17","Optimal Bed",6.02666672200584
7631566,"2016-17","Heat",2.80333333761657
7631566,"2016-17","Severe Drought",4.10989132784117
7631566,"2016-17","Optimal Flat",6.57271134435614
7631568,"2016-17","Moderate Drought",4.89999998538325
7631568,"2016-17","Optimal Bed",6.15000007360647
7631568,"2016-17","Heat",2.69000001378665
7631568,"2016-17","Severe Drought",4.48218558854712
7631568,"2016-17","Optimal Flat",6.70076617252788
7631604,"2016-17","Moderate Drought",5.10666666666667
7631604,"2016-17","Optimal Bed",6.18333343756428
7631604,"2016-17","Heat",2.32000000414938
